age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23,4,265148,9,13,4,12,2,4,1,0,0,55,39,0
34,4,161018,15,10,2,12,0,4,1,0,0,55,39,1
36,4,214807,11,9,0,8,4,4,0,0,0,40,39,0
72,4,98035,5,4,2,8,0,4,1,0,0,20,39,0
41,4,510072,9,13,2,10,0,4,1,0,0,40,39,1
21,9,223515,15,10,4,15,3,4,1,0,0,40,39,0
42,4,210525,12,14,4,4,1,4,1,0,0,40,39,0
52,6,44728,15,10,2,12,0,4,1,0,0,55,39,1
25,4,135568,6,5,2,6,0,4,1,0,0,40,39,0
21,4,62339,0,6,4,6,1,4,1,0,0,40,39,0
33,4,217235,11,9,2,12,0,4,1,0,0,20,39,0
34,6,198068,11,9,2,3,0,4,1,0,0,40,39,0
41,2,52037,15,10,0,1,4,4,0,0,0,40,39,0
22,1,104443,15,10,4,1,3,4,0,0,0,20,39,0
63,4,208862,11,9,4,3,1,4,1,0,0,40,39,0
55,4,32365,9,13,2,4,0,4,1,0,0,45,39,1
50,4,128478,11,9,2,14,0,4,1,0,0,70,39,0
59,4,95165,10,16,2,12,0,4,1,0,0,40,39,0
47,5,139268,5,4,2,10,0,4,1,0,0,45,39,0
27,6,208577,11,9,4,3,1,4,1,0,2258,50,39,0
31,4,248178,15,10,2,8,0,2,1,0,0,35,39,0
33,4,33117,7,12,2,11,0,4,1,0,0,40,39,0
90,6,282095,15,10,2,5,0,4,1,0,0,40,39,0
41,7,342834,15,10,0,1,1,4,0,0,0,40,39,0
38,6,201328,5,4,2,5,0,4,1,0,0,56,39,0
44,6,208277,11,9,2,7,5,4,0,0,0,45,39,0
54,4,182314,10,16,2,4,0,4,1,0,1977,50,39,1
61,7,379885,10,16,2,10,0,4,1,0,1902,40,39,1
40,7,391736,8,11,2,3,0,4,1,0,0,40,39,0
33,4,408813,9,13,4,1,1,4,0,0,0,50,39,0
19,4,256979,11,9,4,3,2,4,1,0,0,35,39,0
26,4,216819,11,9,2,3,0,4,1,0,0,40,39,0
28,7,78356,12,14,2,4,0,2,1,0,0,40,23,0
34,6,140011,14,15,2,10,0,4,1,0,0,55,39,1
31,2,127651,15,10,2,8,0,4,1,0,0,40,39,0
22,4,67234,11,9,4,6,4,4,1,0,0,45,39,0
39,2,301614,8,11,2,11,0,4,1,0,0,48,39,1
46,4,153254,11,9,2,7,0,2,1,0,0,40,39,0
48,6,30840,15,10,2,10,0,4,1,5013,0,45,39,0
62,0,73091,5,4,6,0,1,2,1,0,0,40,39,0
24,2,310355,9,13,2,10,0,4,1,0,0,20,11,0
23,4,200677,0,6,4,7,1,4,0,0,0,40,39,0
25,4,252803,11,9,4,8,4,2,0,0,0,40,39,0
28,1,19522,15,10,4,13,4,0,0,0,0,40,39,0
66,0,149422,5,4,4,0,1,4,1,0,0,4,39,0
34,4,342709,12,14,2,4,0,4,1,0,0,40,39,0
64,4,172740,15,10,2,12,0,4,1,0,0,12,39,0
45,4,192323,7,12,2,3,0,4,1,0,0,66,41,0
48,5,250674,8,11,2,3,0,4,1,0,0,60,39,0
23,4,242375,11,9,4,8,1,4,0,0,0,30,39,0
23,4,250743,15,10,0,1,1,2,1,0,0,40,39,0
33,4,202046,9,13,4,6,1,4,1,0,2001,40,39,0
47,4,241832,6,5,3,6,4,4,1,0,0,40,8,0
58,4,236596,15,10,2,4,0,4,1,0,0,40,39,1
55,4,194436,6,5,2,7,5,4,0,0,0,40,39,0
44,7,267464,15,10,5,13,3,2,0,0,0,40,39,0
26,4,127202,11,9,0,7,1,4,1,0,0,40,39,0
37,1,362006,11,9,2,1,5,4,0,0,0,40,39,1
56,2,137078,12,14,2,10,0,4,1,0,0,40,39,0
22,4,91842,15,10,4,12,1,4,0,0,0,42,39,0
40,1,158796,11,9,0,1,1,4,0,0,0,40,30,0
39,4,183898,7,12,2,3,0,4,1,7688,0,60,11,1
45,6,355978,15,10,2,12,0,4,1,0,0,60,39,1
41,4,121130,11,9,4,1,1,4,0,0,0,40,39,0
53,4,104280,2,8,2,6,2,4,1,0,0,40,39,0
42,4,220531,15,10,2,3,0,4,1,0,0,32,39,0
72,0,303588,11,9,2,0,0,4,1,0,0,20,39,0
21,4,202373,15,10,2,6,0,2,1,0,0,40,39,0
62,9,111563,6,5,2,15,0,4,1,0,0,21,39,0
26,4,122206,11,9,4,3,2,4,1,0,0,40,39,0
34,4,159442,11,9,4,10,1,4,0,0,0,30,39,0
84,2,135839,8,11,6,1,1,4,0,0,0,14,39,0
55,1,272339,11,9,6,1,4,4,0,0,0,40,39,0
20,4,180052,15,10,4,12,3,4,1,0,0,20,39,0
58,4,145370,9,13,2,12,0,2,1,15024,0,50,39,1
52,4,48343,8,11,2,4,0,4,1,0,0,40,39,0
27,4,153288,15,10,2,14,0,4,1,0,0,40,39,0
26,4,236008,8,11,0,10,4,4,0,0,0,40,39,0
50,6,90525,11,9,2,8,5,4,0,15024,0,20,39,1
58,4,131608,9,13,2,12,0,4,1,0,0,55,39,1
36,6,223789,12,14,2,10,0,4,1,0,0,45,39,1
40,4,115331,11,9,2,14,0,4,1,0,0,35,39,0
49,4,169092,15,10,2,4,5,4,0,5178,0,40,2,1
42,4,110028,11,9,2,3,0,4,1,0,0,40,39,0
65,4,90907,4,3,2,8,0,1,1,0,0,40,39,0
26,4,301563,11,9,2,3,0,4,1,0,0,40,39,0
58,6,203039,6,5,5,3,1,4,1,0,0,40,39,0
65,4,176279,8,11,2,8,0,4,1,0,0,35,39,0
34,4,190151,15,10,4,1,1,4,0,0,0,42,39,0
37,6,150993,1,7,2,14,0,4,1,0,0,45,39,0
49,4,68493,11,9,3,3,4,2,1,0,0,40,39,0
53,4,161691,11,9,6,12,1,4,0,0,0,35,39,0
48,4,212954,15,10,2,3,0,4,1,0,0,60,39,1
34,4,168906,7,12,0,1,3,4,0,0,0,35,39,0
29,4,147755,15,10,2,3,0,4,1,0,1672,40,39,0
32,0,143162,0,6,2,0,5,4,0,0,0,40,39,0
58,4,100054,9,13,2,12,0,4,1,0,1902,70,39,1
27,4,194515,15,10,0,8,4,2,0,0,0,37,39,0
42,4,222011,15,10,0,12,4,4,0,0,0,43,39,0
40,4,199513,12,14,0,4,1,4,1,0,1408,50,39,0
38,0,104094,15,10,2,0,0,4,1,0,0,15,39,0
39,6,140752,11,9,2,12,0,4,1,0,0,50,39,1
66,4,214469,11,9,6,1,1,4,0,0,0,13,39,0
35,4,166549,2,8,2,7,0,4,1,0,0,40,39,0
20,4,210338,15,10,4,8,3,4,0,0,0,15,39,0
56,4,193622,11,9,5,3,4,4,1,0,0,40,39,0
33,4,34572,11,9,2,12,0,4,1,0,0,40,39,0
63,4,180911,1,7,2,11,0,4,1,4386,0,37,39,1
23,4,113511,11,9,4,3,4,4,1,0,0,40,39,0
43,4,206927,9,13,2,12,0,4,1,15024,0,50,39,1
52,4,117674,9,13,4,10,1,4,1,0,0,38,39,0
19,4,38925,1,7,4,8,3,4,1,0,0,40,39,0
17,4,142912,0,6,4,8,3,4,1,0,0,40,39,0
45,4,98092,11,9,2,12,0,4,1,0,0,60,39,0
34,4,143392,11,9,4,12,3,4,0,0,0,40,39,0
36,4,151029,5,4,2,5,0,4,1,0,0,55,39,0
37,4,295127,15,10,0,8,1,4,1,0,0,47,39,0
23,4,313573,9,13,4,12,3,2,0,0,0,25,39,0
35,7,189794,11,9,2,8,5,4,0,0,0,40,39,0
32,4,200323,14,15,4,10,1,4,1,0,0,60,39,0
50,1,98980,9,13,2,4,0,4,1,7298,0,40,39,1
31,4,152156,11,9,2,3,0,4,1,0,0,45,39,0
29,4,283227,9,13,4,10,1,4,1,0,0,40,39,0
54,2,365049,15,10,4,10,1,4,0,0,0,40,26,0
36,2,188236,11,9,2,1,5,4,0,0,0,40,39,1
53,7,151580,8,11,2,10,0,4,1,4386,0,40,39,1
62,4,67320,11,9,6,8,2,2,0,0,0,40,39,0
41,6,230961,14,15,2,10,0,4,1,0,0,45,39,1
30,4,53285,11,9,2,12,0,4,1,0,0,52,39,1
42,5,152071,14,15,2,10,0,4,1,0,0,60,5,1
40,4,180985,12,14,2,4,0,4,1,0,0,50,39,1
21,4,210165,6,5,3,6,3,4,1,0,0,40,39,0
26,4,366900,11,9,4,3,3,4,1,0,0,40,39,0
46,4,164379,9,13,0,12,4,2,0,0,0,35,39,1
38,4,98776,15,10,2,1,0,4,1,0,0,40,39,1
36,6,48093,15,10,2,12,0,4,1,0,0,92,39,0
23,4,237044,11,9,4,8,3,2,1,0,0,12,39,0
40,4,293485,11,9,0,9,4,4,0,0,0,32,39,0
36,4,47310,11,9,4,8,1,2,0,0,0,40,39,0
40,4,37618,15,10,2,3,0,4,1,0,0,40,0,0
34,4,454508,9,13,2,10,0,4,1,0,0,65,20,0
46,7,238648,11,9,2,8,0,2,1,7298,0,40,39,1
33,4,309590,11,9,4,8,1,2,1,0,0,40,23,0
49,4,166215,6,5,2,3,0,4,1,0,0,40,39,0
23,4,105577,15,10,4,9,1,4,0,0,0,26,39,0
32,2,169837,7,12,0,4,1,2,0,0,0,40,39,0
55,4,116878,10,16,2,10,0,4,1,15024,0,30,39,1
49,7,255928,11,9,2,13,0,4,1,0,0,40,39,0
52,4,192666,2,8,5,7,4,2,1,0,0,40,39,0
58,4,201393,7,12,0,1,1,4,1,0,1876,40,39,0
32,4,206365,11,9,4,8,1,2,0,0,0,40,39,0
31,4,168387,9,13,2,10,0,4,1,7688,0,40,2,1
66,4,169804,9,13,2,12,0,4,1,20051,0,40,39,1
59,4,212783,11,9,0,8,1,4,0,0,0,38,39,0
50,6,167728,10,16,2,10,0,4,1,0,0,60,39,1
49,4,198774,9,13,0,12,2,4,0,0,0,35,39,0
24,4,291578,11,9,2,12,0,4,1,0,0,50,39,0
33,4,117779,11,9,2,7,5,4,0,0,0,46,39,1
20,4,415913,15,10,4,6,1,4,1,0,0,30,39,0
23,4,131275,11,9,4,3,3,0,1,0,0,40,39,0
30,4,426431,12,14,4,10,1,4,1,10520,0,40,39,1
40,4,99604,12,14,2,10,5,4,0,15024,0,24,39,1
48,4,38819,12,14,2,10,0,4,1,0,0,75,39,0
54,4,175262,5,4,2,7,0,4,1,0,0,40,39,0
45,4,71145,9,13,0,4,4,4,1,0,0,45,39,1
53,4,73134,11,9,2,12,0,4,1,15024,0,60,39,1
55,4,250322,11,9,0,1,1,4,0,0,0,40,39,0
22,4,147253,15,10,4,8,1,4,1,0,0,15,39,0
38,4,37028,15,10,0,12,4,4,0,0,0,38,39,0
51,1,914061,15,10,2,1,0,4,1,0,0,44,39,1
63,6,795830,3,2,6,8,4,4,0,0,0,30,8,0
33,4,589155,15,10,2,7,0,4,1,0,0,50,39,0
63,0,203821,11,9,2,0,0,4,1,0,0,40,39,0
34,4,176648,11,9,0,1,1,2,1,0,0,42,39,0
53,7,104501,10,16,2,10,0,4,1,0,0,40,0,1
51,6,160724,9,13,2,12,0,1,1,0,2415,40,3,1
23,4,157839,7,12,4,10,1,4,0,0,0,35,39,0
52,4,228500,11,9,2,3,0,4,1,0,0,40,39,0
31,4,110643,9,13,2,10,0,4,1,0,0,40,39,1
53,4,195813,4,3,2,3,0,3,1,5178,0,40,33,1
43,7,206139,9,13,2,1,0,4,1,0,0,50,39,1
31,4,191932,12,14,4,4,1,4,0,0,2258,40,39,0
33,4,246038,9,13,2,10,0,4,1,0,0,40,39,1
33,4,80058,11,9,4,14,1,4,1,0,0,40,39,0
30,4,329425,11,9,2,3,0,4,1,0,0,40,39,0
32,4,160362,15,10,0,8,2,4,1,0,0,40,27,0
25,4,209286,15,10,2,3,0,4,1,0,0,40,39,0
32,4,153353,11,9,2,3,0,4,1,0,0,40,39,1
28,4,149624,15,10,2,3,0,4,1,0,0,40,39,0
51,4,142717,10,16,0,3,1,4,0,4787,0,60,39,1
26,4,184026,15,10,4,10,1,3,1,0,0,50,39,0
22,4,147655,15,10,4,13,1,4,0,0,0,40,39,0
57,6,152030,15,10,2,12,5,4,0,0,0,25,39,1
54,1,51048,11,9,2,10,0,4,1,0,0,40,39,1
20,9,38032,11,9,4,15,1,4,0,0,0,40,39,0
33,4,159574,5,4,2,1,0,4,1,0,0,45,39,0
20,4,164922,11,9,4,3,3,4,1,0,0,40,39,0
34,4,112139,11,9,2,3,0,4,1,0,0,40,39,0
64,7,104361,15,10,5,1,1,4,0,0,0,65,39,0
35,4,266645,11,9,2,3,0,4,1,0,0,40,39,0
33,4,169496,11,9,2,6,0,4,1,0,0,40,39,0
23,6,72143,9,13,4,4,1,4,0,0,0,40,39,0
21,0,121694,5,4,4,0,3,4,1,0,0,40,39,0
45,6,242552,2,8,0,3,2,2,1,0,0,35,39,0
24,4,246207,9,13,4,7,3,2,0,0,0,40,39,0
29,4,29974,11,9,2,3,0,4,1,0,0,40,39,0
64,2,142166,11,9,2,3,0,4,1,0,0,99,39,0
35,4,27408,11,9,2,12,0,4,1,0,0,50,39,0
30,4,154297,0,6,4,7,4,2,0,0,0,40,39,0
44,4,110355,9,13,2,4,0,4,1,0,0,40,39,1
47,1,220269,15,10,2,6,0,4,1,0,0,40,39,1
21,4,22149,11,9,4,8,3,0,1,0,0,30,39,0
18,4,148644,11,9,4,12,3,4,0,0,0,28,39,0
31,4,157640,11,9,2,10,0,4,1,0,0,55,39,1
26,4,402998,9,13,2,10,0,4,1,0,0,58,39,1
36,4,180667,11,9,2,3,0,4,1,0,1887,60,39,1
43,4,57600,10,16,3,10,1,4,0,0,0,40,0,0
52,4,226084,11,9,6,9,2,4,0,0,0,40,39,0
31,4,100333,1,7,4,7,1,4,0,0,0,36,39,0
30,5,68330,15,10,2,12,0,4,1,0,0,50,39,0
35,4,139647,15,10,0,4,1,4,0,0,0,40,39,1
17,4,113301,1,7,4,6,3,4,1,0,0,12,0,0
35,4,301911,9,13,2,4,0,1,1,0,0,50,24,1
78,4,454321,3,2,6,6,2,4,1,0,0,20,27,0
33,7,400943,12,14,2,10,0,4,1,0,0,50,39,1
37,4,151835,9,13,2,10,0,4,1,0,0,40,42,1
59,4,46466,11,9,2,14,0,4,1,0,0,40,39,1
47,4,74305,9,13,0,3,1,4,1,0,0,40,39,0
24,4,266467,8,11,4,7,3,4,1,0,0,40,39,0
39,2,166497,11,9,0,6,1,4,1,0,0,40,39,1
71,4,148003,9,13,0,12,1,4,0,0,1911,38,39,1
26,4,184303,4,3,3,9,2,4,0,0,0,8,8,0
30,4,177304,15,10,2,12,0,4,1,0,0,44,39,0
38,4,153066,12,14,0,4,1,4,1,0,0,45,39,1
29,4,229124,11,9,2,1,0,4,1,0,0,48,39,1
34,4,167893,15,10,2,10,0,4,1,0,0,64,39,1
46,2,313635,14,15,5,10,1,2,1,4650,0,40,39,0
49,4,175622,12,14,2,10,0,4,1,0,0,40,39,0
48,4,159854,3,2,2,8,0,4,1,0,0,40,39,0
52,1,123011,11,9,0,1,1,4,1,0,0,45,39,0
25,4,228608,15,10,4,3,2,1,0,0,0,40,1,0
60,4,181200,2,8,2,1,0,4,1,0,0,40,39,0
65,4,153522,11,9,6,8,4,4,0,0,0,17,39,0
17,4,231438,1,7,4,1,3,4,0,0,0,12,39,0
40,2,42703,15,10,2,1,5,4,0,0,0,40,39,1
40,7,199381,12,14,2,10,5,4,0,15024,0,37,39,1
22,4,263398,15,10,4,13,1,4,1,0,0,50,39,0
34,4,103651,15,10,2,4,0,4,1,0,0,40,39,1
40,4,110732,11,9,4,1,3,4,0,0,0,50,39,0
31,6,340939,9,13,4,13,1,4,1,0,0,40,39,0
50,4,112873,9,13,2,12,0,4,1,0,0,40,39,0
59,4,194290,11,9,2,5,0,4,1,0,0,48,39,0
46,4,140782,7,12,0,10,1,4,0,0,0,50,39,0
20,4,325033,2,8,4,8,3,2,1,0,0,35,39,1
75,9,186792,11,9,6,15,1,4,0,0,0,16,39,0
31,4,97723,7,12,2,3,0,4,1,0,0,40,39,1
30,4,112358,9,13,2,8,0,4,1,0,0,60,39,1
34,4,101510,9,13,0,12,1,4,0,0,0,50,39,1
48,4,103406,9,13,2,13,0,4,1,0,0,35,39,1
43,5,64048,6,5,4,12,3,4,0,0,0,44,32,0
29,4,188401,11,9,0,5,1,4,1,0,0,40,39,0
44,4,159580,2,8,0,14,1,4,0,0,0,40,39,0
19,9,138564,11,9,4,15,3,4,0,0,0,8,39,0
25,4,159603,11,9,4,8,4,4,0,0,0,34,39,0
38,4,177121,15,10,5,8,1,4,0,0,0,58,39,0
34,6,319165,10,16,2,10,0,4,1,0,0,50,39,1
34,4,33678,9,13,2,12,0,4,1,4508,0,35,39,0
22,4,125010,9,13,4,1,1,4,0,0,0,20,39,0
31,4,100734,10,16,4,10,1,4,0,0,0,28,39,0
50,6,143730,9,13,2,5,0,4,1,0,0,80,39,0
38,4,103323,15,10,2,3,0,4,1,7688,0,40,39,1
55,2,193895,11,9,0,1,4,4,0,0,0,38,39,0
58,6,159021,10,16,2,10,0,4,1,0,0,16,39,1
41,4,112763,14,15,2,10,5,4,0,0,0,40,39,1
33,4,158688,15,10,2,14,0,4,1,0,0,40,39,0
38,4,204556,11,9,0,3,1,2,1,0,0,40,39,0
55,4,138594,10,16,2,10,0,4,1,0,0,56,39,1
64,4,143110,9,13,6,10,1,4,0,0,0,30,39,0
48,4,255439,15,10,4,6,1,4,1,0,0,40,39,0
31,4,84154,15,10,2,12,0,4,1,0,0,38,0,1
46,2,377622,11,9,2,8,0,4,1,0,0,40,39,0
36,4,177907,9,13,4,8,1,4,1,2176,0,20,0,0
75,4,207116,11,9,3,8,1,4,1,0,0,40,39,0
26,4,156976,8,11,5,8,1,2,1,0,0,40,39,0
54,0,410114,11,9,2,0,0,4,1,0,0,40,39,0
65,0,149131,9,13,2,0,0,4,1,0,0,40,22,1
50,6,99894,4,3,4,13,1,1,0,0,0,15,39,0
29,4,140927,9,13,2,1,0,4,1,0,0,40,39,0
35,4,406051,10,16,4,10,1,4,0,0,0,80,39,1
51,0,203015,11,9,2,0,0,4,1,0,0,40,39,0
39,4,190466,11,9,0,3,3,4,1,2174,0,40,39,0
41,4,265671,11,9,0,1,4,4,0,0,0,40,39,0
30,0,159589,12,14,2,0,0,4,1,0,0,46,39,1
56,4,164332,11,9,2,12,5,4,0,0,0,15,39,0
28,4,370675,9,13,4,10,1,4,0,0,1408,50,17,0
64,7,107732,3,2,2,5,0,3,1,0,0,45,4,0
24,4,388093,9,13,4,4,1,2,1,0,0,40,39,0
51,4,120914,0,6,4,5,3,4,1,0,0,40,39,0
58,4,172333,11,9,2,12,0,4,1,7688,0,40,39,1
31,4,103435,9,13,2,12,0,4,1,0,0,50,39,1
68,0,140282,5,4,2,0,0,4,1,0,0,8,39,0
55,6,193374,11,9,0,3,1,4,1,0,0,40,39,0
31,2,201697,9,13,2,10,5,4,0,0,0,40,39,1
44,6,242434,9,13,0,12,1,4,0,27828,0,60,39,1
61,0,166855,9,13,2,0,0,4,1,0,0,10,39,0
37,4,348796,9,13,0,8,1,4,1,0,0,40,39,0
65,4,154351,11,9,4,1,1,2,0,2993,0,40,39,0
36,4,239409,11,9,0,5,1,4,1,0,0,50,39,0
58,6,157786,11,9,2,4,0,4,1,0,0,40,39,0
24,4,190483,11,9,4,1,3,4,0,0,0,40,39,0
36,4,307520,9,13,2,4,5,1,0,0,0,40,30,1
17,4,52967,0,6,4,8,3,4,0,0,0,6,39,0
26,4,205428,15,10,2,12,0,4,1,0,0,45,39,0
77,9,88545,15,10,2,15,0,4,1,0,0,8,39,0
44,2,145522,12,14,4,10,1,4,0,0,0,40,39,0
38,4,133586,11,9,2,11,3,4,1,0,0,45,39,0
47,4,102583,11,9,2,12,0,4,1,0,0,30,39,1
33,1,37546,14,15,2,10,5,4,0,0,0,40,39,1
39,4,99270,9,13,2,10,5,4,0,0,0,50,11,1
24,4,41838,15,10,2,3,0,4,1,2407,0,40,39,0
44,4,175641,1,7,2,12,0,4,1,0,0,40,39,1
57,4,138777,9,13,2,11,5,4,0,0,0,45,11,1
42,4,203554,12,14,2,4,0,4,1,0,0,60,39,1
43,4,214781,15,10,4,1,4,4,1,0,0,38,39,1
39,4,100669,15,10,2,3,3,1,1,0,0,40,39,0
39,4,215095,1,7,4,10,4,4,0,0,0,30,33,0
49,4,147322,8,11,2,7,5,4,0,0,0,40,29,0
50,4,168212,12,14,2,3,0,4,1,0,1902,45,39,1
48,6,179337,11,9,2,3,0,4,1,0,0,60,9,0
40,6,89413,11,9,2,3,0,4,1,0,1672,40,39,0
20,4,358355,6,5,4,7,4,4,0,0,0,40,39,0
55,4,160303,11,9,6,1,2,4,0,0,0,40,39,0
52,4,163051,2,8,2,7,0,4,1,0,1628,40,39,0
38,2,194630,9,13,4,11,1,4,0,4787,0,43,39,1
45,4,462440,1,7,6,8,1,2,0,0,0,20,39,0
42,4,182402,11,9,2,3,0,4,1,0,1887,50,39,1
23,9,473206,11,9,4,15,3,2,1,0,0,32,39,0
44,4,33105,11,9,2,4,0,0,1,0,0,40,39,0
59,4,532969,11,9,2,8,2,4,1,0,0,40,27,0
40,4,229148,2,8,2,14,0,2,1,0,0,40,23,0
42,1,70240,15,10,0,4,4,1,0,0,0,40,39,0
31,4,189759,11,9,2,14,0,4,1,0,0,50,39,0
31,4,336543,11,9,2,4,0,1,1,0,0,45,39,1
64,9,22228,15,10,2,15,0,4,1,0,0,10,39,1
68,6,365020,11,9,2,12,0,4,1,0,0,40,39,0
52,2,74784,12,14,2,10,5,4,0,0,0,40,39,1
20,4,259788,11,9,4,6,3,2,1,0,0,40,39,0
42,4,132222,9,13,4,12,3,4,1,0,0,60,39,0
58,4,150560,9,13,0,1,1,4,0,14084,0,40,39,1
29,4,267034,1,7,4,3,3,2,1,0,0,40,14,0
57,5,125000,14,15,2,10,0,4,1,0,0,35,39,1
38,4,182609,9,13,2,12,0,4,1,0,0,50,31,0
45,2,265477,12,14,2,10,0,4,1,0,0,40,10,1
36,4,195516,11,9,0,7,1,4,1,0,0,40,39,0
34,7,103642,11,9,2,8,0,4,1,0,1651,40,39,0
53,4,77462,15,10,5,10,1,4,1,0,0,60,39,0
19,4,355313,11,9,4,7,1,4,0,0,0,40,39,0
21,7,254620,15,10,4,10,3,4,1,0,0,16,39,0
44,4,160919,11,9,0,8,4,4,0,0,0,30,39,0
28,1,187649,11,9,4,10,3,4,0,0,0,40,39,0
28,4,252424,8,11,4,14,3,2,1,0,0,40,1,0
18,4,217302,11,9,4,8,1,4,1,0,0,30,39,0
44,4,191149,15,10,0,1,4,4,0,0,0,57,39,0
41,4,218172,9,13,3,4,1,4,0,13550,0,60,39,1
35,4,214896,11,9,0,1,1,4,0,0,0,45,39,0
55,4,202559,9,13,2,8,2,1,1,0,0,35,30,0
37,4,208391,15,10,2,14,0,4,1,0,0,40,39,1
44,4,102085,15,10,0,1,2,4,0,0,0,40,39,0
20,4,238685,15,10,4,8,1,4,0,0,0,32,39,0
31,4,259531,8,11,4,1,1,4,0,0,0,40,39,0
49,2,186539,12,14,2,11,0,4,1,0,0,40,39,1
25,4,164938,11,9,4,7,3,4,1,4416,0,40,39,0
22,2,44064,1,7,4,6,3,4,1,0,0,35,39,0
28,7,107218,9,13,4,13,3,1,1,0,0,20,39,0
41,7,201363,11,9,2,1,5,4,0,0,0,38,39,1
27,4,258102,4,3,4,14,1,4,1,0,0,40,26,0
27,4,181822,11,9,4,3,1,4,1,0,0,40,39,0
27,4,104017,15,10,2,1,5,4,0,0,1902,30,39,1
26,4,272669,9,13,4,12,1,1,1,0,0,20,35,0
52,4,259583,11,9,2,1,0,4,1,0,0,40,39,0
27,4,200227,8,11,2,1,5,2,0,0,0,40,39,0
50,1,189831,11,9,2,13,0,4,1,7298,0,50,39,1
45,4,247379,15,10,2,4,0,4,1,0,0,50,39,0
42,4,198229,14,15,2,13,0,4,1,0,0,65,39,1
47,2,171095,7,12,2,1,5,4,0,0,0,35,39,1
43,5,198871,8,11,2,5,0,4,1,0,0,88,39,0
17,0,454614,1,7,4,0,3,4,0,0,0,8,39,0
18,4,329054,1,7,4,1,3,4,0,0,0,15,39,0
44,6,315406,1,7,2,5,0,4,1,0,0,88,39,0
46,6,102388,7,12,2,4,0,4,1,0,0,60,39,0
64,4,211846,0,6,2,11,0,4,1,0,0,40,39,0
48,4,365516,11,9,0,8,1,4,0,0,0,35,39,0
19,4,418176,11,9,4,4,1,2,1,0,0,32,39,0
42,4,208584,7,12,5,12,1,2,0,0,0,40,39,0
34,4,154120,12,14,2,4,0,4,1,15024,0,60,39,1
51,4,300816,9,13,4,1,4,4,1,0,0,20,39,0
28,4,93235,15,10,4,12,1,4,1,0,0,40,39,0
35,4,187089,8,11,2,4,5,4,0,0,0,42,39,1
38,4,248941,15,10,2,13,0,4,1,0,0,40,39,1
32,4,125856,7,12,2,4,0,4,1,0,0,60,39,1
34,4,240979,11,9,5,3,4,4,1,0,0,80,39,0
20,0,174714,15,10,4,0,3,4,1,0,0,20,39,0
23,4,245147,15,10,4,6,3,2,1,0,0,40,39,0
24,4,179627,11,9,2,7,0,4,1,0,0,40,39,0
37,4,162494,9,13,4,1,1,4,0,0,0,40,39,0
35,6,181705,11,9,2,3,0,4,1,3103,0,40,39,1
24,4,281221,9,13,4,1,2,1,0,0,0,40,36,0
51,5,124963,12,14,2,12,0,4,1,0,0,40,39,1
65,4,213149,11,9,2,13,0,4,1,0,0,40,39,0
51,6,246820,11,9,2,3,0,4,1,7298,0,48,39,1
47,1,382532,15,10,2,3,0,4,1,0,1887,40,39,1
66,4,269665,11,9,6,4,1,4,0,0,0,25,39,0
28,6,169460,8,11,2,5,0,4,1,0,0,80,39,0
46,5,125892,12,14,2,12,0,4,1,0,0,50,39,1
29,4,118478,15,10,2,1,5,4,0,7298,0,50,39,1
41,2,169995,15,10,0,11,1,4,1,0,0,20,39,0
47,1,198223,11,9,2,1,0,4,1,0,0,40,39,1
21,4,131811,11,9,2,6,0,4,1,0,0,40,39,0
28,2,157437,9,13,4,11,1,4,0,4650,0,48,39,0
46,2,102308,11,9,4,3,3,4,1,0,0,40,39,0
20,4,48121,11,9,4,6,3,4,1,0,0,40,39,0
29,4,79586,11,9,2,3,0,0,1,0,0,65,39,0
27,4,213921,15,10,4,6,2,4,1,0,0,30,26,0
37,6,352882,11,9,0,4,1,1,0,0,0,70,35,1
21,0,433330,15,10,4,0,4,4,1,0,0,40,39,0
51,4,215404,9,13,2,10,0,0,1,15024,0,40,39,1
56,4,94345,9,13,2,12,0,4,1,0,0,40,39,1
25,4,96862,15,10,4,10,1,4,0,0,0,65,39,0
60,4,101096,10,16,4,10,1,4,0,0,0,65,39,1
43,4,117915,12,14,4,1,1,4,1,0,0,40,39,0
33,4,103651,11,9,0,8,1,4,1,0,0,60,39,0
34,5,156192,15,10,2,4,0,4,1,0,0,45,39,1
39,7,172700,11,9,4,8,4,2,0,0,0,40,39,0
29,1,106179,15,10,4,10,1,4,0,0,1408,40,39,0
29,9,522241,15,10,2,15,5,4,0,0,0,40,39,0
37,4,156266,11,9,2,3,0,0,1,0,0,40,39,0
20,4,260199,11,9,4,1,3,4,0,0,0,10,39,0
39,4,206888,15,10,0,1,1,4,0,0,0,40,39,0
44,4,156413,15,10,2,13,0,4,1,0,0,44,39,1
52,4,133403,15,10,2,3,0,4,1,0,0,55,39,0
65,4,83800,15,10,2,6,0,4,1,0,0,27,39,0
18,4,118938,1,7,4,12,3,4,1,0,0,18,39,0
39,4,387430,11,9,4,8,1,4,1,0,0,18,39,0
19,6,209826,15,10,4,5,3,4,0,0,0,32,39,0
53,4,149220,12,14,2,12,0,4,1,0,0,40,39,0
20,4,344492,11,9,5,12,3,4,0,0,0,26,39,0
60,4,113080,11,9,2,4,0,4,1,0,0,50,39,0
